,plate_forme,rating,nb_tokens,category_nps,category_numeric,adjs_counts,nouns_counts,pronouns_counts,prop_nouns_counts,adverbs_counts,verbs_counts,interjections_counts,symbols_counts
0,AMAZON,1,73,Détracteur,-1,3,7,7,1,6,15,0,0
1,AMAZON,1,83,Détracteur,-1,0,15,14,2,7,12,0,0
2,AMAZON,1,50,Détracteur,-1,2,9,5,4,5,6,0,0
3,AMAZON,1,131,Détracteur,-1,9,32,9,7,10,12,0,0
4,AMAZON,1,55,Détracteur,-1,3,10,4,2,10,10,0,0
5,AMAZON,1,50,Détracteur,-1,4,8,6,1,9,8,0,0
6,AMAZON,1,66,Détracteur,-1,8,14,6,2,7,11,0,0
7,AMAZON,5,48,Promoteur,1,3,10,5,1,5,9,0,0
8,AMAZON,1,56,Détracteur,-1,2,10,5,2,0,11,0,0
9,AMAZON,1,62,Détracteur,-1,3,12,2,3,4,7,0,0
10,AMAZON,1,154,Détracteur,-1,9,29,7,6,10,20,0,0
11,AMAZON,1,34,Détracteur,-1,1,7,6,0,2,7,0,0
12,AMAZON,5,83,Promoteur,1,5,17,7,2,8,8,0,0
13,AMAZON,1,73,Détracteur,-1,2,7,10,3,5,12,0,0
14,AMAZON,5,32,Promoteur,1,4,7,2,0,7,3,0,0
15,AMAZON,1,58,Détracteur,-1,2,12,4,1,2,6,0,0
16,AMAZON,1,23,Détracteur,-1,4,5,2,3,1,2,0,0
17,AMAZON,3,154,Neutre,0,10,24,8,5,12,16,0,0
18,AMAZON,3,54,Neutre,0,3,7,7,4,6,12,0,0
19,AMAZON,1,58,Détracteur,-1,4,18,4,2,2,7,0,0
20,AMAZON,1,113,Détracteur,-1,1,19,9,3,5,12,0,0
21,AMAZON,1,88,Détracteur,-1,5,19,4,1,6,14,0,0
22,AMAZON,1,52,Détracteur,-1,1,8,6,3,4,9,0,0
23,AMAZON,4,73,Promoteur,1,8,9,6,3,3,15,0,0
24,AMAZON,4,59,Promoteur,1,4,7,6,3,8,6,0,0
25,AMAZON,1,28,Détracteur,-1,4,3,5,1,2,1,0,0
26,AMAZON,5,49,Promoteur,1,3,8,5,1,5,7,0,0
27,AMAZON,1,29,Détracteur,-1,3,7,1,0,1,6,0,0
28,AMAZON,1,55,Détracteur,-1,3,8,3,5,3,5,0,0
29,AMAZON,1,126,Détracteur,-1,6,22,9,2,6,14,0,0
30,AMAZON,1,53,Détracteur,-1,6,12,2,2,2,7,0,0
31,AMAZON,3,74,Neutre,0,5,15,5,2,7,8,0,0
32,AMAZON,5,36,Promoteur,1,6,7,5,1,3,2,0,0
33,AMAZON,4,84,Promoteur,1,5,15,8,1,6,9,0,0
34,AMAZON,1,46,Détracteur,-1,1,9,6,0,4,6,0,0
35,AMAZON,5,48,Promoteur,1,4,10,2,0,2,5,0,0
36,AMAZON,1,98,Détracteur,-1,5,19,9,1,6,12,0,0
37,AMAZON,1,79,Détracteur,-1,5,8,6,1,6,11,0,0
38,AMAZON,1,75,Détracteur,-1,4,12,9,2,2,12,0,0
39,AMAZON,1,73,Détracteur,-1,5,9,10,3,3,12,0,0
40,AMAZON,5,16,Promoteur,1,2,2,1,1,4,2,0,0
41,AMAZON,1,32,Détracteur,-1,3,5,2,0,3,3,0,0
42,AMAZON,1,62,Détracteur,-1,0,13,4,2,5,10,0,0
43,AMAZON,1,91,Détracteur,-1,1,14,10,3,9,11,0,0
44,AMAZON,1,188,Détracteur,-1,12,28,11,9,13,34,0,0
45,AMAZON,1,36,Détracteur,-1,3,7,3,0,4,4,0,0
46,AMAZON,1,95,Détracteur,-1,2,16,4,6,6,17,0,0
47,AMAZON,1,43,Détracteur,-1,1,8,5,3,3,7,0,0
48,AMAZON,1,105,Détracteur,-1,5,19,10,8,5,15,0,0
49,AMAZON,1,44,Détracteur,-1,3,11,3,0,3,6,0,0
50,AMAZON,5,43,Promoteur,1,4,8,2,2,6,3,0,0
51,AMAZON,1,23,Détracteur,-1,0,4,5,0,3,5,0,0
52,AMAZON,1,118,Détracteur,-1,8,20,13,1,5,14,0,0
53,AMAZON,1,46,Détracteur,-1,1,10,3,4,3,5,0,0
54,AMAZON,2,151,Détracteur,-1,10,33,8,4,4,15,0,0
55,AMAZON,1,68,Détracteur,-1,5,13,2,1,3,6,0,0
56,AMAZON,1,72,Détracteur,-1,4,23,3,1,4,6,0,0
57,AMAZON,2,180,Détracteur,-1,10,29,6,4,13,21,0,0
58,AMAZON,1,92,Détracteur,-1,6,13,4,3,4,16,0,0
59,AMAZON,1,65,Détracteur,-1,4,11,4,0,6,11,0,0
60,AMAZON,2,97,Détracteur,-1,3,12,10,2,4,16,0,0
61,AMAZON,1,69,Détracteur,-1,2,15,7,3,3,12,0,0
62,AMAZON,1,38,Détracteur,-1,2,9,5,0,3,6,0,0
63,AMAZON,2,126,Détracteur,-1,7,19,9,2,13,15,0,0
64,AMAZON,1,125,Détracteur,-1,5,17,11,3,10,24,0,0
65,AMAZON,1,137,Détracteur,-1,4,20,8,3,8,20,0,0
66,AMAZON,1,131,Détracteur,-1,5,20,9,4,5,18,0,0
67,AMAZON,1,24,Détracteur,-1,1,5,3,0,0,5,0,0
68,AMAZON,5,35,Promoteur,1,0,9,2,0,1,5,0,0
69,AMAZON,5,24,Promoteur,1,2,4,2,1,4,1,0,0
70,AMAZON,1,132,Détracteur,-1,7,18,12,4,6,16,0,0
71,AMAZON,1,47,Détracteur,-1,2,11,3,2,6,4,0,0
72,AMAZON,1,104,Détracteur,-1,11,16,8,1,10,13,0,0
73,AMAZON,1,94,Détracteur,-1,2,15,8,3,8,13,0,0
74,AMAZON,2,80,Détracteur,-1,8,8,8,1,8,11,0,0
75,AMAZON,2,88,Détracteur,-1,6,11,8,1,6,9,0,0
76,AMAZON,1,45,Détracteur,-1,3,7,3,0,7,3,0,0
77,AMAZON,1,77,Détracteur,-1,0,17,12,1,4,11,0,0
78,AMAZON,1,85,Détracteur,-1,2,19,10,5,5,9,0,0
79,AMAZON,1,32,Détracteur,-1,2,8,1,2,3,2,0,0
80,AMAZON,1,42,Détracteur,-1,3,7,4,1,3,8,0,0
81,AMAZON,1,51,Détracteur,-1,3,8,6,1,3,5,0,0
82,AMAZON,1,157,Détracteur,-1,11,19,12,3,13,24,0,0
83,AMAZON,1,73,Détracteur,-1,3,14,7,2,10,7,0,0
84,AMAZON,1,39,Détracteur,-1,1,6,6,1,2,5,0,0
85,AMAZON,1,59,Détracteur,-1,7,11,4,2,3,8,0,0
86,AMAZON,1,110,Détracteur,-1,4,22,8,0,2,14,0,0
87,AMAZON,1,70,Détracteur,-1,5,14,2,2,3,8,0,0
88,AMAZON,1,45,Détracteur,-1,4,11,3,3,2,4,0,0
89,AMAZON,1,34,Détracteur,-1,1,6,3,1,2,8,0,0
90,AMAZON,1,61,Détracteur,-1,1,8,3,2,7,9,0,0
91,AMAZON,4,170,Promoteur,1,14,28,8,8,16,18,0,0
92,AMAZON,1,27,Détracteur,-1,4,6,1,2,8,2,0,0
93,AMAZON,5,46,Promoteur,1,1,6,5,3,6,8,0,0
94,AMAZON,1,112,Détracteur,-1,3,27,6,9,5,11,0,0
95,AMAZON,1,78,Détracteur,-1,3,9,8,4,6,15,0,0
96,AMAZON,1,87,Détracteur,-1,1,21,10,1,2,8,0,0
97,AMAZON,2,30,Détracteur,-1,3,7,2,4,1,2,0,0
98,AMAZON,3,26,Neutre,0,4,7,1,1,1,2,0,0
99,AMAZON,5,30,Promoteur,1,2,6,3,3,3,3,0,0
100,AMAZON,1,12,Détracteur,-1,3,2,0,0,1,1,0,0
101,AMAZON,1,30,Détracteur,-1,1,9,1,4,1,4,0,0
102,AMAZON,1,93,Détracteur,-1,5,21,4,1,9,12,0,0
103,AMAZON,1,171,Détracteur,-1,5,23,15,3,8,24,0,0
104,AMAZON,1,21,Détracteur,-1,1,2,4,0,5,4,0,0
105,AMAZON,1,55,Détracteur,-1,7,15,3,0,4,4,0,0
106,AMAZON,1,112,Détracteur,-1,9,18,5,3,9,13,0,0
107,AMAZON,1,296,Détracteur,-1,15,45,20,5,12,42,0,0
108,AMAZON,1,29,Détracteur,-1,1,7,3,0,2,5,0,0
109,AMAZON,1,134,Détracteur,-1,9,27,12,4,9,25,0,0
110,AMAZON,1,54,Détracteur,-1,2,13,6,3,3,6,0,0
111,AMAZON,5,29,Promoteur,1,1,8,2,1,0,2,0,0
112,AMAZON,2,113,Détracteur,-1,8,20,5,5,6,14,0,1
113,AMAZON,1,210,Détracteur,-1,11,36,13,8,13,28,0,0
114,AMAZON,1,40,Détracteur,-1,2,10,5,0,5,3,0,0
115,AMAZON,1,52,Détracteur,-1,5,10,3,4,5,5,0,0
116,AMAZON,5,43,Promoteur,1,5,6,5,3,4,1,0,0
117,AMAZON,1,113,Détracteur,-1,2,14,16,2,9,15,0,0
118,AMAZON,1,68,Détracteur,-1,7,7,11,2,4,6,0,0
119,AMAZON,4,54,Promoteur,1,4,8,9,0,4,9,0,0
120,AMAZON,1,26,Détracteur,-1,1,2,5,1,3,8,0,0
121,AMAZON,1,31,Détracteur,-1,2,6,1,5,5,4,0,0
122,AMAZON,1,50,Détracteur,-1,4,10,4,0,5,5,0,0
123,AMAZON,1,35,Détracteur,-1,2,9,2,3,4,5,0,0
124,AMAZON,1,76,Détracteur,-1,3,9,10,3,8,8,0,0
125,AMAZON,1,141,Détracteur,-1,10,17,12,1,14,18,0,0
126,AMAZON,1,41,Détracteur,-1,4,9,2,0,1,7,0,0
127,AMAZON,5,19,Promoteur,1,1,5,0,1,2,2,0,0
128,AMAZON,1,282,Détracteur,-1,10,36,21,5,11,34,0,0
129,AMAZON,1,43,Détracteur,-1,3,6,4,2,6,5,0,0
130,AMAZON,1,102,Détracteur,-1,9,21,4,4,7,12,0,0
131,AMAZON,5,78,Promoteur,1,7,15,2,8,9,6,0,0
132,AMAZON,4,49,Promoteur,1,3,11,2,0,5,3,0,0
133,AMAZON,2,25,Détracteur,-1,2,8,0,1,3,2,0,0
134,AMAZON,1,204,Détracteur,-1,11,47,12,3,13,25,0,0
135,AMAZON,5,32,Promoteur,1,3,6,1,1,6,3,0,0
136,AMAZON,5,82,Promoteur,1,3,16,12,2,7,8,0,0
137,AMAZON,5,239,Promoteur,1,16,40,15,5,20,21,0,0
138,AMAZON,1,32,Détracteur,-1,1,8,3,1,1,3,0,0
139,AMAZON,1,27,Détracteur,-1,1,4,0,2,3,4,0,0
140,AMAZON,2,22,Détracteur,-1,1,4,0,1,4,2,0,0
141,AMAZON,1,15,Détracteur,-1,2,2,0,1,3,2,0,0
142,AMAZON,1,95,Détracteur,-1,5,13,9,3,6,17,0,0
143,AMAZON,1,270,Détracteur,-1,12,36,22,5,14,38,0,0
144,AMAZON,1,119,Détracteur,-1,3,18,12,2,3,20,0,0
145,AMAZON,1,36,Détracteur,-1,2,5,7,1,2,4,0,0
146,AMAZON,1,63,Détracteur,-1,6,8,7,1,3,6,0,0
147,AMAZON,1,28,Détracteur,-1,1,5,3,1,4,4,0,0
148,AMAZON,1,36,Détracteur,-1,3,5,5,1,3,5,0,0
149,AMAZON,1,47,Détracteur,-1,1,6,3,4,3,7,0,0
150,AMAZON,1,305,Détracteur,-1,13,34,24,3,22,47,0,0
151,AMAZON,2,21,Détracteur,-1,1,6,1,2,3,0,0,0
152,AMAZON,1,32,Détracteur,-1,2,5,3,3,4,2,0,0
153,AMAZON,1,26,Détracteur,-1,0,5,1,1,2,5,0,0
154,AMAZON,1,46,Détracteur,-1,1,11,3,2,1,5,0,0
155,AMAZON,2,14,Détracteur,-1,0,2,3,1,1,2,0,0
156,AMAZON,5,43,Promoteur,1,3,11,4,0,6,6,0,0
157,AMAZON,1,13,Détracteur,-1,1,5,0,0,0,1,0,0
158,AMAZON,5,10,Promoteur,1,1,1,0,0,0,2,0,0
159,AMAZON,1,56,Détracteur,-1,0,10,4,3,5,5,0,0
160,AMAZON,1,61,Détracteur,-1,4,7,3,4,5,11,0,0
161,AMAZON,1,38,Détracteur,-1,2,11,2,1,4,3,0,0
162,AMAZON,1,129,Détracteur,-1,4,15,8,3,13,21,0,0
163,AMAZON,1,213,Détracteur,-1,5,27,15,1,8,29,0,0
164,AMAZON,1,500,Détracteur,-1,20,68,26,7,28,61,0,0
165,AMAZON,2,52,Détracteur,-1,2,9,3,0,4,7,0,0
166,AMAZON,5,6,Promoteur,1,1,0,0,0,2,1,0,0
167,AMAZON,1,17,Détracteur,-1,2,4,1,1,3,2,0,0
168,AMAZON,4,22,Promoteur,1,1,5,2,1,4,1,0,0
169,AMAZON,1,101,Détracteur,-1,6,21,8,3,6,11,0,0
170,AMAZON,1,6,Détracteur,-1,1,2,0,0,0,0,0,0
171,AMAZON,1,6,Détracteur,-1,1,2,0,1,0,0,0,0
172,AMAZON,1,10,Détracteur,-1,1,2,1,1,0,0,0,0
173,AMAZON,1,12,Détracteur,-1,0,3,3,0,0,1,0,0
174,AMAZON,5,9,Promoteur,1,1,1,1,0,0,2,0,0
175,AMAZON,5,13,Promoteur,1,2,3,1,0,1,1,0,0
176,AMAZON,1,5,Détracteur,-1,0,2,0,0,1,1,0,0
177,AMAZON,1,122,Détracteur,-1,3,21,15,2,7,15,0,0
178,AMAZON,1,21,Détracteur,-1,2,5,1,1,4,3,0,0
179,AMAZON,1,85,Détracteur,-1,5,10,14,2,7,13,0,0
180,AMAZON,5,46,Promoteur,1,2,7,6,1,4,7,0,0
181,AMAZON,1,51,Détracteur,-1,2,12,5,2,6,8,0,0
182,AMAZON,1,18,Détracteur,-1,4,5,0,0,1,1,0,0
183,AMAZON,5,79,Promoteur,1,7,11,7,6,4,10,0,0
184,AMAZON,1,36,Détracteur,-1,4,7,3,1,2,5,0,0
185,AMAZON,1,28,Détracteur,-1,1,7,2,3,3,3,0,0
186,AMAZON,1,268,Détracteur,-1,13,47,18,6,15,27,0,0
187,AMAZON,5,32,Promoteur,1,1,1,6,2,4,6,0,0
188,AMAZON,1,87,Détracteur,-1,1,20,3,5,7,11,0,0
189,AMAZON,4,20,Promoteur,1,2,2,1,0,5,3,0,0
190,AMAZON,1,24,Détracteur,-1,1,3,2,2,4,3,0,0
191,AMAZON,1,76,Détracteur,-1,8,14,3,1,12,7,0,0
192,AMAZON,1,93,Détracteur,-1,4,14,7,0,6,12,0,0
193,AMAZON,1,2,Détracteur,-1,2,0,0,0,0,0,0,0
194,AMAZON,5,59,Promoteur,1,1,12,4,3,6,4,0,0
195,AMAZON,3,92,Neutre,0,5,13,9,3,8,9,0,0
196,AMAZON,2,85,Détracteur,-1,8,10,8,2,12,12,0,0
197,AMAZON,1,142,Détracteur,-1,9,20,9,3,9,23,0,0
198,AMAZON,5,92,Promoteur,1,3,17,9,0,10,15,0,0
199,AMAZON,3,6,Neutre,0,1,3,0,0,0,0,0,0
200,AMAZON,5,102,Promoteur,1,5,26,7,5,3,12,0,0
201,AMAZON,4,69,Promoteur,1,6,10,4,2,6,8,0,0
202,AMAZON,1,52,Détracteur,-1,3,8,8,4,10,5,0,0
203,AMAZON,1,61,Détracteur,-1,3,11,4,5,6,5,0,0
204,AMAZON,1,215,Détracteur,-1,13,32,12,4,10,23,0,0
205,AMAZON,1,49,Détracteur,-1,3,11,0,2,6,2,0,0
206,AMAZON,1,85,Détracteur,-1,3,12,7,1,8,13,0,0
207,AMAZON,1,77,Détracteur,-1,7,14,6,1,5,14,0,0
208,AMAZON,1,40,Détracteur,-1,2,8,1,0,6,7,0,0
209,AMAZON,1,33,Détracteur,-1,3,7,3,2,2,4,0,0
210,AMAZON,1,150,Détracteur,-1,7,24,8,8,14,22,0,0
211,AMAZON,1,94,Détracteur,-1,5,15,8,2,8,13,0,0
212,AMAZON,5,8,Promoteur,1,3,2,0,0,1,0,0,0
213,AMAZON,1,121,Détracteur,-1,5,17,9,3,9,13,0,0
214,AMAZON,1,31,Détracteur,-1,3,6,1,1,2,5,0,0
215,AMAZON,1,57,Détracteur,-1,3,8,5,2,4,7,0,0
216,AMAZON,1,99,Détracteur,-1,4,22,3,1,6,9,0,0
217,AMAZON,1,38,Détracteur,-1,1,15,0,0,2,1,0,0
218,AMAZON,3,39,Neutre,0,2,9,1,2,1,5,0,0
219,AMAZON,2,54,Détracteur,-1,2,8,5,4,5,6,0,0
220,AMAZON,1,47,Détracteur,-1,5,10,5,0,3,7,0,0
221,AMAZON,1,55,Détracteur,-1,4,9,4,3,4,7,0,0
222,AMAZON,1,66,Détracteur,-1,4,18,6,2,4,9,0,0
223,AMAZON,1,10,Détracteur,-1,0,1,4,0,0,1,0,0
224,AMAZON,1,73,Détracteur,-1,7,18,3,1,2,7,0,0
225,AMAZON,1,132,Détracteur,-1,4,25,9,7,4,17,0,0
226,AMAZON,1,317,Détracteur,-1,22,47,18,4,18,35,0,0
227,AMAZON,1,114,Détracteur,-1,6,20,4,6,11,10,0,0
228,AMAZON,1,15,Détracteur,-1,3,3,0,3,1,1,0,0
229,AMAZON,1,214,Détracteur,-1,9,28,20,2,11,21,0,0
230,AMAZON,1,143,Détracteur,-1,6,29,5,4,11,19,0,0
231,AMAZON,1,17,Détracteur,-1,0,2,3,1,1,4,0,0
232,AMAZON,1,39,Détracteur,-1,3,6,6,3,4,5,0,0
233,AMAZON,1,489,Détracteur,-1,10,33,2,11,5,19,0,0
234,AMAZON,1,61,Détracteur,-1,5,9,4,2,4,8,0,0
235,AMAZON,1,91,Détracteur,-1,8,18,7,3,6,10,0,0
236,AMAZON,1,67,Détracteur,-1,3,9,9,0,5,7,0,0
237,AMAZON,1,96,Détracteur,-1,6,14,8,2,10,10,0,0
238,AMAZON,1,30,Détracteur,-1,4,7,3,1,3,2,0,0
239,AMAZON,1,16,Détracteur,-1,2,1,4,1,1,3,0,0
240,AMAZON,1,51,Détracteur,-1,4,10,2,1,4,4,0,0
241,AMAZON,1,24,Détracteur,-1,2,4,2,1,1,3,0,0
242,AMAZON,1,56,Détracteur,-1,2,12,4,3,1,9,0,0
243,AMAZON,1,30,Détracteur,-1,2,9,0,1,2,1,0,0
244,AMAZON,1,32,Détracteur,-1,1,3,4,2,6,4,0,0
245,AMAZON,1,67,Détracteur,-1,5,10,6,2,8,10,0,0
246,AMAZON,1,93,Détracteur,-1,7,12,4,3,8,13,0,0
247,AMAZON,5,10,Promoteur,1,3,3,0,0,1,1,0,0
248,AMAZON,1,77,Détracteur,-1,2,9,8,1,4,19,0,0
249,AMAZON,1,38,Détracteur,-1,2,8,1,2,4,8,0,0
250,AMAZON,1,63,Détracteur,-1,3,17,3,2,5,7,0,0
251,AMAZON,1,48,Détracteur,-1,0,12,4,1,0,9,0,0
252,AMAZON,1,32,Détracteur,-1,1,5,5,2,1,4,0,0
253,AMAZON,1,59,Détracteur,-1,2,9,9,0,6,10,0,0
254,AMAZON,1,79,Détracteur,-1,6,20,7,3,1,5,0,0
255,AMAZON,1,91,Détracteur,-1,1,15,6,3,8,14,0,0
256,AMAZON,1,49,Détracteur,-1,3,15,1,0,2,7,0,0
257,AMAZON,3,112,Neutre,0,3,18,7,3,9,16,0,0
258,AMAZON,1,164,Détracteur,-1,9,27,11,2,5,24,0,0
259,AMAZON,3,79,Neutre,0,6,12,3,3,8,9,0,0
260,AMAZON,3,31,Neutre,0,0,8,2,1,6,3,0,0
261,AMAZON,1,78,Détracteur,-1,6,14,9,2,5,11,0,0
262,AMAZON,1,90,Détracteur,-1,7,16,5,4,3,10,0,0
263,AMAZON,1,3,Détracteur,-1,1,0,1,0,1,0,0,0
264,AMAZON,1,26,Détracteur,-1,2,7,0,1,1,2,0,0
265,AMAZON,1,39,Détracteur,-1,3,8,3,1,3,6,0,0
266,AMAZON,1,212,Détracteur,-1,13,30,14,4,18,25,0,0
267,AMAZON,1,51,Détracteur,-1,3,6,4,2,2,12,0,0
268,AMAZON,1,58,Détracteur,-1,0,6,7,2,7,11,0,0
269,AMAZON,5,274,Promoteur,1,14,35,16,3,27,29,0,0
270,AMAZON,1,107,Détracteur,-1,1,24,9,5,6,8,0,0
271,AMAZON,3,31,Neutre,0,1,6,2,3,5,3,0,0
272,AMAZON,1,64,Détracteur,-1,2,11,7,1,3,8,0,0
273,AMAZON,5,38,Promoteur,1,3,3,5,3,5,5,0,0
274,AMAZON,1,120,Détracteur,-1,8,19,15,1,7,15,0,0
275,AMAZON,1,77,Détracteur,-1,6,13,7,3,8,10,0,0
276,AMAZON,1,30,Détracteur,-1,3,6,2,2,4,3,0,0
277,AMAZON,4,36,Promoteur,1,2,8,3,1,5,3,0,0
278,AMAZON,1,97,Détracteur,-1,3,14,12,1,6,13,0,0
279,AMAZON,2,86,Détracteur,-1,6,14,3,3,3,11,0,0
280,AMAZON,1,162,Détracteur,-1,9,29,12,4,8,17,0,0
281,AMAZON,1,51,Détracteur,-1,1,12,5,0,0,7,0,0
282,AMAZON,1,27,Détracteur,-1,3,11,0,0,1,3,0,0
283,AMAZON,1,29,Détracteur,-1,4,6,1,2,3,3,0,0
284,AMAZON,1,91,Détracteur,-1,4,13,8,2,8,10,0,0
285,AMAZON,1,117,Détracteur,-1,4,16,10,5,7,13,0,0
286,AMAZON,1,47,Détracteur,-1,1,12,5,1,4,7,0,0
287,AMAZON,1,47,Détracteur,-1,7,5,4,2,3,9,0,0
288,AMAZON,5,39,Promoteur,1,1,5,4,0,6,6,0,0
289,AMAZON,1,165,Détracteur,-1,2,21,19,0,12,24,0,0
290,AMAZON,5,71,Promoteur,1,7,16,4,1,7,6,0,0
291,AMAZON,1,65,Détracteur,-1,2,8,6,3,7,10,0,0
292,AMAZON,3,73,Neutre,0,3,15,4,1,6,8,0,0
293,AMAZON,1,16,Détracteur,-1,2,3,1,0,2,1,0,0
294,AMAZON,5,22,Promoteur,1,3,4,1,0,4,2,0,0
295,AMAZON,1,43,Détracteur,-1,0,11,4,0,0,7,0,0
296,AMAZON,3,81,Neutre,0,5,19,2,0,12,2,0,0
297,AMAZON,1,19,Détracteur,-1,1,4,2,2,0,2,0,0
298,AMAZON,1,61,Détracteur,-1,5,12,5,1,3,9,0,0
299,AMAZON,1,36,Détracteur,-1,7,6,3,1,6,4,0,0
300,AMAZON,1,88,Détracteur,-1,11,14,1,2,9,12,0,0
301,AMAZON,4,50,Promoteur,1,2,8,6,3,6,7,0,0
302,AMAZON,1,74,Détracteur,-1,2,12,6,7,7,10,0,0
303,AMAZON,1,27,Détracteur,-1,2,6,3,1,3,3,0,0
304,AMAZON,1,176,Détracteur,-1,10,30,13,4,7,23,0,0
305,AMAZON,1,14,Détracteur,-1,0,6,0,0,2,2,0,0
306,AMAZON,1,19,Détracteur,-1,1,6,1,0,2,2,0,0
307,AMAZON,1,31,Détracteur,-1,0,6,6,0,1,5,0,0
308,AMAZON,1,55,Détracteur,-1,3,9,3,1,3,8,0,0
309,AMAZON,1,67,Détracteur,-1,6,11,6,1,4,8,0,0
310,AMAZON,4,5,Promoteur,1,0,2,0,1,0,0,0,0
311,AMAZON,1,56,Détracteur,-1,1,13,5,2,5,5,0,0
312,AMAZON,1,112,Détracteur,-1,6,15,5,3,6,18,0,0
313,AMAZON,1,13,Détracteur,-1,1,1,1,1,2,1,0,0
314,AMAZON,1,46,Détracteur,-1,5,11,3,0,1,6,0,0
315,AMAZON,1,89,Détracteur,-1,6,15,10,3,7,9,0,0
316,AMAZON,1,98,Détracteur,-1,4,17,7,2,8,11,0,0
317,AMAZON,1,173,Détracteur,-1,3,15,11,2,9,19,0,0
318,AMAZON,1,46,Détracteur,-1,2,5,5,1,7,7,0,0
319,AMAZON,1,108,Détracteur,-1,6,17,10,4,11,15,0,0
320,AMAZON,1,81,Détracteur,-1,7,11,7,2,5,11,0,0
321,AMAZON,4,16,Promoteur,1,0,4,1,0,3,2,0,0
322,AMAZON,1,16,Détracteur,-1,0,2,1,2,4,0,0,0
323,AMAZON,1,20,Détracteur,-1,2,3,2,1,4,2,0,0
324,AMAZON,1,49,Détracteur,-1,3,9,7,1,2,8,0,0
325,AMAZON,1,144,Détracteur,-1,7,29,10,3,8,24,0,0
326,AMAZON,1,56,Détracteur,-1,1,12,4,3,6,9,0,0
327,AMAZON,1,98,Détracteur,-1,5,21,5,7,10,9,0,0
328,AMAZON,4,54,Promoteur,1,4,14,2,3,4,3,0,0
329,AMAZON,1,132,Détracteur,-1,6,20,11,8,8,8,0,0
330,AMAZON,1,25,Détracteur,-1,2,5,4,1,2,3,0,0
331,AMAZON,1,21,Détracteur,-1,0,8,2,1,1,3,0,0
332,AMAZON,1,34,Détracteur,-1,3,8,4,0,1,5,0,0
333,AMAZON,1,86,Détracteur,-1,5,15,7,4,5,10,0,0
334,AMAZON,4,38,Promoteur,1,1,8,5,0,1,8,0,0
335,AMAZON,1,186,Détracteur,-1,6,22,17,3,15,16,0,0
336,AMAZON,1,119,Détracteur,-1,3,23,5,4,6,21,0,0
337,AMAZON,1,94,Détracteur,-1,9,12,3,3,6,14,0,0
338,AMAZON,1,148,Détracteur,-1,7,21,18,3,9,19,0,0
339,AMAZON,1,45,Détracteur,-1,3,4,4,2,2,6,0,0
340,AMAZON,1,40,Détracteur,-1,5,6,4,1,4,3,0,0
341,AMAZON,1,85,Détracteur,-1,10,14,7,1,7,10,0,0
342,AMAZON,1,51,Détracteur,-1,3,6,4,5,2,5,0,0
343,AMAZON,1,78,Détracteur,-1,7,14,5,13,4,5,0,0
344,AMAZON,1,133,Détracteur,-1,4,18,11,2,10,22,0,0
345,AMAZON,1,42,Détracteur,-1,4,7,6,0,2,4,0,0
346,AMAZON,5,45,Promoteur,1,5,15,0,3,5,0,0,0
347,AMAZON,3,21,Neutre,0,3,4,1,0,3,1,0,0
348,AMAZON,1,94,Détracteur,-1,10,12,5,1,5,19,0,0
349,AMAZON,1,78,Détracteur,-1,5,10,8,3,9,16,0,0
350,AMAZON,1,13,Détracteur,-1,0,1,1,1,2,4,0,0
351,AMAZON,1,4,Détracteur,-1,2,1,0,0,1,0,0,0
352,AMAZON,1,92,Détracteur,-1,7,11,8,2,9,11,0,0
353,AMAZON,1,59,Détracteur,-1,4,12,4,2,6,9,0,0
354,AMAZON,1,11,Détracteur,-1,0,1,1,0,4,2,0,0
355,AMAZON,1,80,Détracteur,-1,7,16,4,2,5,8,0,0
356,AMAZON,1,24,Détracteur,-1,2,8,1,0,1,2,0,0
357,AMAZON,3,50,Neutre,0,7,9,6,0,5,4,0,0
358,AMAZON,1,80,Détracteur,-1,7,17,3,4,7,9,0,0
359,AMAZON,5,17,Promoteur,1,2,5,1,1,2,2,0,0
360,AMAZON,1,62,Détracteur,-1,3,9,6,3,3,10,0,0
361,AMAZON,1,56,Détracteur,-1,3,8,4,1,9,10,0,0
362,AMAZON,5,73,Promoteur,1,8,13,4,7,9,9,0,0
363,AMAZON,1,96,Détracteur,-1,4,21,11,1,11,9,0,0
364,AMAZON,1,20,Détracteur,-1,2,9,0,0,0,0,0,0
365,AMAZON,1,32,Détracteur,-1,0,4,5,0,2,6,0,0
366,AMAZON,5,48,Promoteur,1,4,10,2,2,6,3,0,0
367,AMAZON,1,283,Détracteur,-1,13,60,5,10,9,24,0,0
368,AMAZON,1,191,Détracteur,-1,4,29,16,5,7,27,0,0
369,AMAZON,1,39,Détracteur,-1,2,8,5,1,1,5,0,0
370,AMAZON,1,9,Détracteur,-1,0,0,2,1,2,2,0,0
371,AMAZON,1,93,Détracteur,-1,0,15,8,1,9,14,0,0
372,AMAZON,1,45,Détracteur,-1,1,12,2,6,0,5,0,0
373,AMAZON,1,106,Détracteur,-1,7,18,6,2,7,8,0,0
374,AMAZON,1,12,Détracteur,-1,1,2,0,0,3,3,0,0
375,AMAZON,1,106,Détracteur,-1,7,16,9,2,5,15,0,0
376,AMAZON,1,41,Détracteur,-1,2,6,2,2,5,4,0,0
377,AMAZON,1,46,Détracteur,-1,1,8,3,2,6,8,0,0
