,plate_forme,rating,nb_tokens,category_nps,category_numeric,adjs_counts,nouns_counts,pronouns_counts,prop_nouns_counts,adverbs_counts,verbs_counts,interjections_counts,symbols_counts
8750,RAKUTEN,1,50,Détracteur,-1,6,9,3,2,6,6,0,0
8751,RAKUTEN,5,4,Promoteur,1,2,1,0,0,0,0,0,0
8752,RAKUTEN,1,66,Détracteur,-1,4,9,3,3,4,6,0,0
8753,RAKUTEN,5,24,Promoteur,1,3,8,0,2,2,0,0,0
8754,RAKUTEN,5,8,Promoteur,1,0,2,1,0,1,1,0,0
8755,RAKUTEN,5,6,Promoteur,1,1,2,0,0,1,0,0,0
8756,RAKUTEN,1,332,Détracteur,-1,11,54,16,10,20,40,0,1
8757,RAKUTEN,5,12,Promoteur,1,1,4,0,2,0,1,0,0
8758,RAKUTEN,5,7,Promoteur,1,1,3,0,0,1,1,0,0
8759,RAKUTEN,5,8,Promoteur,1,1,3,0,0,1,0,0,0
8760,RAKUTEN,1,141,Détracteur,-1,4,24,8,5,10,16,0,0
8761,RAKUTEN,3,32,Neutre,0,2,6,4,1,2,4,0,0
8762,RAKUTEN,1,113,Détracteur,-1,5,16,9,2,8,21,0,0
8763,RAKUTEN,2,64,Détracteur,-1,7,10,4,2,5,8,0,0
8764,RAKUTEN,5,4,Promoteur,1,0,2,0,0,0,0,0,0
8765,RAKUTEN,5,3,Promoteur,1,0,0,0,0,3,0,0,0
8766,RAKUTEN,3,22,Neutre,0,1,3,4,0,3,4,0,0
8767,RAKUTEN,5,55,Promoteur,1,1,7,9,1,5,5,0,0
8768,RAKUTEN,5,21,Promoteur,1,3,3,1,1,3,2,0,0
8769,RAKUTEN,5,12,Promoteur,1,0,3,1,0,3,2,0,0
8770,RAKUTEN,5,8,Promoteur,1,3,1,0,0,1,1,0,0
8771,RAKUTEN,5,59,Promoteur,1,3,10,5,2,5,6,0,0
8772,RAKUTEN,5,56,Promoteur,1,2,7,5,1,5,10,0,0
8773,RAKUTEN,5,25,Promoteur,1,2,3,4,3,2,5,0,0
8774,RAKUTEN,1,134,Détracteur,-1,4,32,9,2,6,15,1,0
8775,RAKUTEN,5,11,Promoteur,1,1,4,0,1,2,1,0,0
8776,RAKUTEN,1,70,Détracteur,-1,2,11,7,1,4,11,0,0
8777,RAKUTEN,5,26,Promoteur,1,0,6,2,0,2,3,0,0
8778,RAKUTEN,5,8,Promoteur,1,1,1,0,1,2,1,0,0
8779,RAKUTEN,5,2,Promoteur,1,1,1,0,0,0,0,0,0
8780,RAKUTEN,5,4,Promoteur,1,1,2,0,0,1,0,0,0
8781,RAKUTEN,5,8,Promoteur,1,2,3,0,0,0,0,0,0
8782,RAKUTEN,5,33,Promoteur,1,3,8,4,0,2,5,0,0
8783,RAKUTEN,5,6,Promoteur,1,1,0,0,0,0,1,0,0
8784,RAKUTEN,5,3,Promoteur,1,0,0,0,0,2,1,0,0
8785,RAKUTEN,5,6,Promoteur,1,2,0,0,1,1,1,0,0
8786,RAKUTEN,5,7,Promoteur,1,0,2,1,0,1,2,0,0
8787,RAKUTEN,3,79,Neutre,0,7,10,2,1,7,8,0,0
8788,RAKUTEN,4,11,Promoteur,1,1,3,0,1,3,1,0,0
8789,RAKUTEN,5,11,Promoteur,1,2,0,0,3,1,1,0,0
8790,RAKUTEN,5,5,Promoteur,1,1,1,0,1,0,1,0,0
8791,RAKUTEN,5,7,Promoteur,1,0,2,0,0,1,1,0,0
8792,RAKUTEN,5,7,Promoteur,1,3,3,0,0,0,1,0,0
8793,RAKUTEN,5,8,Promoteur,1,2,2,0,0,0,0,0,0
8794,RAKUTEN,1,51,Détracteur,-1,2,10,5,1,5,6,0,0
8795,RAKUTEN,5,9,Promoteur,1,0,3,0,1,0,0,0,0
8796,RAKUTEN,3,65,Neutre,0,1,17,2,1,2,8,0,0
8797,RAKUTEN,5,15,Promoteur,1,0,5,0,0,0,2,0,0
8798,RAKUTEN,4,3,Promoteur,1,0,0,0,0,1,1,0,0
8799,RAKUTEN,5,35,Promoteur,1,2,2,4,1,8,5,0,0
8800,RAKUTEN,5,21,Promoteur,1,5,4,0,1,2,0,0,0
8801,RAKUTEN,4,20,Promoteur,1,0,4,2,0,1,3,0,0
8802,RAKUTEN,5,15,Promoteur,1,1,3,1,0,0,3,0,0
8803,RAKUTEN,5,6,Promoteur,1,2,1,0,1,0,1,0,0
8804,RAKUTEN,5,7,Promoteur,1,2,2,0,0,1,0,0,0
8805,RAKUTEN,5,22,Promoteur,1,1,4,0,2,3,2,0,0
8806,RAKUTEN,5,4,Promoteur,1,1,2,0,0,0,0,0,0
8807,RAKUTEN,5,13,Promoteur,1,3,3,0,1,3,0,0,0
8808,RAKUTEN,5,3,Promoteur,1,2,0,0,0,1,0,0,0
8809,RAKUTEN,5,7,Promoteur,1,4,2,0,0,0,1,0,0
8810,RAKUTEN,4,11,Promoteur,1,2,3,0,0,1,1,0,0
8811,RAKUTEN,5,14,Promoteur,1,0,4,0,0,1,3,0,0
8812,RAKUTEN,1,82,Détracteur,-1,4,11,5,4,2,10,0,0
8813,RAKUTEN,5,19,Promoteur,1,0,1,2,1,2,4,0,0
8814,RAKUTEN,5,3,Promoteur,1,0,0,0,0,1,1,0,0
8815,RAKUTEN,5,6,Promoteur,1,1,3,0,0,0,1,0,0
8816,RAKUTEN,5,19,Promoteur,1,1,4,1,0,3,4,0,0
8817,RAKUTEN,4,10,Promoteur,1,2,3,1,0,0,1,0,0
8818,RAKUTEN,5,18,Promoteur,1,2,6,1,0,2,2,0,0
8819,RAKUTEN,5,7,Promoteur,1,0,0,1,0,3,1,0,0
8820,RAKUTEN,5,10,Promoteur,1,1,1,0,0,5,1,0,0
8821,RAKUTEN,5,8,Promoteur,1,2,2,0,0,0,1,0,0
8822,RAKUTEN,5,17,Promoteur,1,2,2,0,0,5,2,0,0
8823,RAKUTEN,5,6,Promoteur,1,1,1,2,0,1,1,0,0
8824,RAKUTEN,5,2,Promoteur,1,1,0,0,0,1,0,0,0
8825,RAKUTEN,5,5,Promoteur,1,2,0,0,0,1,1,0,0
8826,RAKUTEN,5,8,Promoteur,1,3,3,0,0,1,0,0,0
8827,RAKUTEN,5,14,Promoteur,1,0,4,2,0,1,1,0,0
8828,RAKUTEN,5,4,Promoteur,1,2,0,0,0,0,1,0,0
8829,RAKUTEN,5,6,Promoteur,1,1,2,0,0,0,1,0,0
8830,RAKUTEN,5,9,Promoteur,1,1,4,0,2,0,0,0,0
8831,RAKUTEN,5,9,Promoteur,1,3,3,0,0,1,0,0,0
8832,RAKUTEN,5,68,Promoteur,1,4,6,11,0,10,6,0,0
8833,RAKUTEN,5,12,Promoteur,1,2,6,0,1,0,1,0,0
8834,RAKUTEN,5,6,Promoteur,1,2,2,0,1,0,0,0,0
8835,RAKUTEN,5,23,Promoteur,1,5,7,0,2,2,0,0,0
8836,RAKUTEN,5,13,Promoteur,1,2,3,0,0,1,2,0,0
8837,RAKUTEN,2,25,Détracteur,-1,2,5,1,0,2,2,0,0
8838,RAKUTEN,2,48,Détracteur,-1,3,7,8,1,8,7,0,0
8839,RAKUTEN,5,4,Promoteur,1,2,1,0,1,0,0,0,0
8840,RAKUTEN,5,4,Promoteur,1,0,0,1,0,0,2,0,0
8841,RAKUTEN,5,6,Promoteur,1,2,1,0,0,2,1,0,0
8842,RAKUTEN,1,30,Détracteur,-1,3,3,4,2,5,5,0,0
8843,RAKUTEN,5,4,Promoteur,1,1,1,0,0,0,0,0,0
8844,RAKUTEN,5,5,Promoteur,1,1,0,1,0,1,1,0,0
8845,RAKUTEN,5,3,Promoteur,1,1,1,0,1,0,0,0,0
8846,RAKUTEN,5,14,Promoteur,1,3,3,1,0,1,4,0,0
8847,RAKUTEN,5,14,Promoteur,1,2,6,1,0,1,1,0,0
8848,RAKUTEN,5,6,Promoteur,1,2,2,0,0,0,0,0,0
8849,RAKUTEN,4,10,Promoteur,1,1,4,2,0,2,2,0,0
8850,RAKUTEN,5,26,Promoteur,1,3,5,3,0,2,2,0,0
8851,RAKUTEN,5,7,Promoteur,1,0,4,0,0,0,0,0,0
8852,RAKUTEN,5,20,Promoteur,1,3,7,0,2,1,0,0,0
8853,RAKUTEN,5,2,Promoteur,1,0,0,0,0,1,1,0,0
8854,RAKUTEN,5,34,Promoteur,1,3,8,2,1,4,3,0,0
8855,RAKUTEN,5,42,Promoteur,1,6,7,5,0,4,3,0,0
8856,RAKUTEN,5,7,Promoteur,1,1,1,0,1,2,0,0,0
8857,RAKUTEN,3,30,Neutre,0,1,6,4,1,3,5,0,0
8858,RAKUTEN,5,4,Promoteur,1,1,1,0,0,2,0,0,0
8859,RAKUTEN,4,132,Promoteur,1,18,22,10,2,11,13,0,1
8860,RAKUTEN,1,72,Détracteur,-1,1,12,8,1,3,11,0,0
8861,RAKUTEN,5,5,Promoteur,1,2,1,0,0,1,0,0,0
8862,RAKUTEN,5,17,Promoteur,1,1,2,2,0,3,3,0,0
8863,RAKUTEN,5,2,Promoteur,1,0,0,0,1,0,1,0,0
8864,RAKUTEN,2,35,Détracteur,-1,1,4,4,0,6,7,0,0
8865,RAKUTEN,5,4,Promoteur,1,2,2,0,0,0,0,0,0
8866,RAKUTEN,5,13,Promoteur,1,2,3,2,0,1,1,0,0
8867,RAKUTEN,5,17,Promoteur,1,0,2,5,0,0,4,0,0
8868,RAKUTEN,5,9,Promoteur,1,2,0,2,0,1,1,0,0
8869,RAKUTEN,5,14,Promoteur,1,1,5,0,2,1,1,0,0
8870,RAKUTEN,5,2,Promoteur,1,0,0,1,1,0,0,0,0
8871,RAKUTEN,5,3,Promoteur,1,0,0,0,0,1,1,0,0
8872,RAKUTEN,5,23,Promoteur,1,3,6,0,0,4,2,0,0
8873,RAKUTEN,5,7,Promoteur,1,3,0,0,0,1,1,0,0
8874,RAKUTEN,5,5,Promoteur,1,1,1,0,0,2,0,0,0
8875,RAKUTEN,1,173,Détracteur,-1,11,35,9,6,7,21,0,0
8876,RAKUTEN,5,7,Promoteur,1,1,2,0,0,0,2,0,0
8877,RAKUTEN,5,9,Promoteur,1,2,3,0,0,1,0,0,0
8878,RAKUTEN,5,6,Promoteur,1,0,2,0,0,1,1,0,0
8879,RAKUTEN,5,9,Promoteur,1,0,4,0,0,0,2,0,0
8880,RAKUTEN,5,6,Promoteur,1,0,3,0,0,0,1,0,0
8881,RAKUTEN,5,7,Promoteur,1,2,3,0,0,0,0,0,0
8882,RAKUTEN,5,7,Promoteur,1,0,2,0,0,0,2,0,0
8883,RAKUTEN,5,25,Promoteur,1,3,4,4,2,2,2,0,0
8884,RAKUTEN,2,66,Détracteur,-1,1,11,5,2,4,14,0,0
8885,RAKUTEN,5,6,Promoteur,1,0,1,0,0,1,1,0,0
8886,RAKUTEN,5,65,Promoteur,1,5,12,8,1,4,9,0,0
8887,RAKUTEN,5,14,Promoteur,1,0,0,3,0,1,4,0,0
8888,RAKUTEN,5,9,Promoteur,1,1,3,0,0,0,1,0,0
8889,RAKUTEN,5,12,Promoteur,1,2,3,0,0,0,2,0,0
8890,RAKUTEN,5,2,Promoteur,1,0,1,0,0,1,2,0,0
8891,RAKUTEN,5,9,Promoteur,1,2,3,0,0,0,0,0,0
8892,RAKUTEN,5,10,Promoteur,1,1,1,2,0,1,1,0,0
8893,RAKUTEN,5,4,Promoteur,1,0,2,0,0,0,0,0,0
8894,RAKUTEN,5,6,Promoteur,1,2,2,0,1,0,0,0,0
8895,RAKUTEN,5,10,Promoteur,1,0,3,0,0,1,1,0,0
8896,RAKUTEN,2,37,Détracteur,-1,4,6,4,0,0,6,0,0
8897,RAKUTEN,5,5,Promoteur,1,2,0,0,2,1,0,0,0
8898,RAKUTEN,2,42,Détracteur,-1,2,6,5,1,4,5,0,0
8899,RAKUTEN,5,5,Promoteur,1,2,1,0,0,0,0,0,0
8900,RDC,5,36,Promoteur,1,5,7,4,0,0,4,0,0
8901,RDC,1,62,Détracteur,-1,2,14,4,3,4,5,0,0
8902,RDC,1,113,Détracteur,-1,5,18,11,0,8,16,0,0
8903,RDC,3,60,Neutre,0,4,11,5,3,7,7,0,0
8904,RDC,1,165,Détracteur,-1,7,27,10,3,11,18,0,0
8905,RDC,1,138,Détracteur,-1,4,20,11,3,8,16,0,0
8906,RDC,5,36,Promoteur,1,2,12,1,2,0,4,0,0
8907,RDC,5,12,Promoteur,1,0,4,0,2,2,1,0,0
8908,RDC,1,100,Détracteur,-1,7,27,6,5,5,6,0,0
8909,RDC,1,67,Détracteur,-1,2,15,6,0,5,7,0,0
8910,RDC,1,102,Détracteur,-1,6,22,8,3,8,9,0,0
8911,RDC,4,56,Promoteur,1,7,15,1,1,5,5,0,0
8912,RDC,5,38,Promoteur,1,2,10,1,2,1,2,0,0
8913,RDC,1,60,Détracteur,-1,0,8,9,0,6,11,0,0
8914,RDC,4,42,Promoteur,1,3,14,2,1,2,3,0,0
8915,RDC,5,24,Promoteur,1,1,8,0,2,1,4,0,0
8916,RDC,5,18,Promoteur,1,2,4,3,0,1,4,0,0
8917,RDC,1,68,Détracteur,-1,5,10,6,1,4,9,0,0
8918,RDC,5,15,Promoteur,1,3,4,0,0,2,0,0,0
8919,RDC,1,100,Détracteur,-1,6,20,6,1,6,9,0,0
8920,RDC,1,101,Détracteur,-1,5,16,9,2,8,12,0,0
8921,RDC,5,21,Promoteur,1,8,5,0,0,1,1,0,0
8922,RDC,5,8,Promoteur,1,0,2,1,0,2,2,0,0
8923,RDC,5,48,Promoteur,1,4,9,4,1,5,4,0,0
8924,RDC,5,64,Promoteur,1,3,15,3,1,8,6,0,0
8925,RDC,5,94,Promoteur,1,6,21,4,1,4,14,0,0
8926,RDC,5,109,Promoteur,1,5,18,8,2,1,10,0,0
8927,RDC,1,72,Détracteur,-1,4,26,7,5,3,2,0,0
8928,RDC,1,72,Détracteur,-1,3,12,10,0,4,11,0,0
8929,RDC,5,45,Promoteur,1,4,11,1,3,3,2,0,0
8930,RDC,1,48,Détracteur,-1,1,13,4,0,4,5,0,0
8931,RDC,1,76,Détracteur,-1,8,13,6,2,4,9,0,0
8932,RDC,5,15,Promoteur,1,3,3,1,0,3,2,0,0
8933,RDC,4,46,Promoteur,1,1,12,2,0,7,8,0,0
8934,RDC,1,352,Détracteur,-1,7,54,22,7,16,49,0,0
8935,RDC,1,111,Détracteur,-1,6,25,7,3,7,15,0,0
8936,RDC,1,52,Détracteur,-1,3,11,6,1,5,4,0,0
8937,RDC,2,100,Détracteur,-1,2,21,3,4,10,11,0,0
8938,RDC,1,59,Détracteur,-1,3,8,6,0,7,10,0,0
8939,RDC,1,47,Détracteur,-1,3,15,4,2,0,7,0,0
8940,RDC,1,50,Détracteur,-1,3,14,1,2,5,8,0,0
8941,RDC,1,174,Détracteur,-1,4,23,17,3,16,26,0,0
8942,RDC,1,422,Détracteur,-1,20,50,24,4,20,52,0,0
8943,RDC,1,51,Détracteur,-1,5,9,3,1,6,3,0,0
8944,RDC,5,38,Promoteur,1,3,7,3,0,2,5,0,0
8945,RDC,5,66,Promoteur,1,5,15,5,0,2,8,0,0
8946,RDC,1,153,Détracteur,-1,5,26,11,6,14,18,0,0
8947,RDC,1,153,Détracteur,-1,8,19,13,3,19,19,0,0
8948,RDC,5,28,Promoteur,1,4,3,4,0,5,2,0,0
8949,RDC,1,55,Détracteur,-1,6,9,3,2,7,6,0,0
8950,RDC,1,104,Détracteur,-1,7,22,6,0,7,10,0,0
8951,RDC,3,74,Neutre,0,3,16,7,3,4,9,0,0
8952,RDC,1,62,Détracteur,-1,4,6,8,4,7,5,0,0
8953,RDC,1,108,Détracteur,-1,6,27,4,2,2,12,0,0
8954,RDC,1,104,Détracteur,-1,3,15,8,1,10,12,0,0
8955,RDC,1,73,Détracteur,-1,2,15,7,2,3,10,0,0
8956,RDC,1,42,Détracteur,-1,2,7,5,2,3,3,0,0
8957,RDC,2,23,Détracteur,-1,4,3,1,1,1,3,0,0
8958,RDC,1,117,Détracteur,-1,6,19,9,2,12,19,0,0
8959,RDC,1,145,Détracteur,-1,7,28,8,4,11,17,0,0
8960,RDC,4,80,Promoteur,1,8,16,5,6,4,8,0,0
8961,RDC,1,71,Détracteur,-1,2,14,6,3,8,7,0,0
8962,RDC,4,46,Promoteur,1,1,9,5,1,3,7,0,0
8963,RDC,5,59,Promoteur,1,1,13,6,3,3,7,0,0
8964,RDC,1,68,Détracteur,-1,2,13,6,0,1,11,0,0
8965,RDC,1,77,Détracteur,-1,3,10,9,0,6,13,0,0
8966,RDC,1,140,Détracteur,-1,9,25,7,8,8,18,0,0
8967,RDC,1,153,Détracteur,-1,14,21,16,1,10,15,0,0
8968,RDC,1,50,Détracteur,-1,3,5,5,2,7,9,0,0
8969,RDC,5,11,Promoteur,1,1,3,0,1,1,1,0,0
8970,RDC,5,41,Promoteur,1,2,9,3,2,0,5,0,0
8971,RDC,1,20,Détracteur,-1,2,3,2,0,2,3,0,0
8972,RDC,1,203,Détracteur,-1,14,29,10,4,8,25,0,0
8973,RDC,1,82,Détracteur,-1,2,26,5,3,3,8,0,0
8974,RDC,1,52,Détracteur,-1,1,10,6,0,5,8,0,0
8975,RDC,5,33,Promoteur,1,1,6,5,0,3,4,0,0
8976,RDC,1,125,Détracteur,-1,4,20,8,2,12,16,0,0
8977,RDC,5,32,Promoteur,1,2,6,0,3,3,6,0,0
8978,RDC,1,85,Détracteur,-1,4,14,5,4,8,8,0,0
8979,RDC,5,17,Promoteur,1,0,5,0,2,0,2,0,0
8980,RDC,1,54,Détracteur,-1,4,5,7,0,4,9,0,0
8981,RDC,4,98,Promoteur,1,3,21,8,2,6,12,0,0
8982,RDC,4,58,Promoteur,1,5,16,1,3,2,3,0,0
8983,RDC,1,343,Détracteur,-1,13,47,14,9,14,31,0,0
8984,RDC,1,116,Détracteur,-1,7,15,10,4,10,18,0,0
8985,RDC,1,181,Détracteur,-1,8,26,13,4,7,23,0,0
8986,RDC,4,36,Promoteur,1,7,8,1,0,3,3,0,0
8987,RDC,1,141,Détracteur,-1,5,21,9,5,8,17,0,0
8988,RDC,1,52,Détracteur,-1,3,13,6,0,3,7,0,0
8989,RDC,1,64,Détracteur,-1,3,13,8,1,4,6,0,0
8990,RDC,1,54,Détracteur,-1,2,14,4,1,3,5,0,0
8991,RDC,1,66,Détracteur,-1,2,13,3,0,3,9,0,0
8992,RDC,1,154,Détracteur,-1,4,26,9,3,7,19,0,0
8993,RDC,5,80,Promoteur,1,3,11,6,1,6,12,0,0
8994,RDC,2,118,Détracteur,-1,7,18,8,6,7,15,0,0
8995,RDC,5,64,Promoteur,1,5,14,3,1,5,7,0,0
8996,RDC,5,25,Promoteur,1,2,5,1,1,1,5,0,0
8997,RDC,1,83,Détracteur,-1,2,14,4,1,9,9,0,0
8998,RDC,5,35,Promoteur,1,3,8,3,0,4,3,0,0
8999,RDC,1,279,Détracteur,-1,11,39,20,11,17,41,0,0
9000,RDC,5,10,Promoteur,1,1,2,0,0,2,1,0,0
9001,RDC,5,428,Promoteur,1,22,63,23,8,20,52,1,0
9002,RDC,1,180,Détracteur,-1,4,32,12,3,9,24,0,0
9003,RDC,3,146,Neutre,0,10,19,10,7,14,23,0,0
9004,RDC,1,162,Détracteur,-1,7,20,13,2,7,24,0,0
9005,RDC,1,206,Détracteur,-1,6,34,16,3,10,26,0,0
9006,RDC,1,40,Détracteur,-1,2,7,4,1,5,2,0,0
9007,RDC,1,77,Détracteur,-1,4,14,6,4,8,7,0,0
9008,RDC,1,35,Détracteur,-1,2,9,3,0,6,5,0,0
9009,RDC,5,17,Promoteur,1,4,5,1,0,1,1,0,0
9010,RDC,4,21,Promoteur,1,2,5,1,4,1,1,0,0
9011,RDC,5,13,Promoteur,1,1,3,0,1,0,2,0,0
9012,RDC,1,28,Détracteur,-1,0,8,0,0,1,4,0,0
9013,RDC,1,376,Détracteur,-1,24,75,14,2,21,38,0,0
9014,RDC,3,259,Neutre,0,9,33,21,3,8,33,0,0
9015,RDC,5,24,Promoteur,1,4,6,2,0,1,3,0,0
9016,RDC,5,9,Promoteur,1,0,4,0,0,0,0,0,0
9017,RDC,4,13,Promoteur,1,0,6,0,2,0,0,0,0
9018,RDC,5,15,Promoteur,1,2,4,0,0,2,2,0,0
9019,RDC,4,27,Promoteur,1,2,7,1,0,4,3,0,0
9020,RDC,5,12,Promoteur,1,1,4,0,0,2,1,0,0
9021,RDC,1,23,Détracteur,-1,1,6,4,1,0,2,0,0
9022,RDC,1,37,Détracteur,-1,1,5,6,0,4,4,0,0
9023,RDC,2,458,Détracteur,-1,16,61,23,9,16,62,0,0
9024,RDC,5,7,Promoteur,1,1,3,1,0,0,1,0,0
9025,RDC,5,14,Promoteur,1,3,4,0,1,1,0,0,0
9026,RDC,1,269,Détracteur,-1,11,40,6,6,17,32,0,0
9027,RDC,1,394,Détracteur,-1,18,52,28,11,20,53,0,0
9028,RDC,1,350,Détracteur,-1,21,46,22,4,19,48,0,0
9029,RDC,5,17,Promoteur,1,1,8,0,0,1,0,0,0
9030,RDC,1,17,Détracteur,-1,1,5,1,0,0,3,0,0
9031,RDC,1,398,Détracteur,-1,20,68,17,4,18,42,0,0
9032,RDC,5,8,Promoteur,1,1,1,0,0,1,2,0,0
9033,RDC,5,33,Promoteur,1,3,11,1,1,1,0,0,0
9034,RDC,5,8,Promoteur,1,1,1,0,3,0,0,0,0
9035,RDC,5,12,Promoteur,1,0,5,0,0,1,1,0,0
9036,RDC,5,9,Promoteur,1,3,3,0,0,0,0,0,0
9037,RDC,1,14,Détracteur,-1,2,5,0,1,1,2,0,0
9038,RDC,4,7,Promoteur,1,0,2,1,0,1,1,0,0
9039,RDC,1,240,Détracteur,-1,10,33,16,3,9,30,0,0
9040,RDC,5,10,Promoteur,1,2,3,1,0,0,2,0,0
9041,RDC,5,8,Promoteur,1,3,1,1,0,0,3,0,0
9042,RDC,1,12,Détracteur,-1,0,6,0,0,1,0,0,0
9043,RDC,5,9,Promoteur,1,1,2,0,1,1,2,0,0
9044,RDC,5,9,Promoteur,1,2,2,0,2,1,1,0,0
9045,RDC,5,6,Promoteur,1,3,3,0,0,0,0,0,0
9046,RDC,5,16,Promoteur,1,2,2,2,1,2,0,0,0
9047,RDC,5,15,Promoteur,1,1,3,2,1,2,2,0,0
9048,RDC,2,7,Détracteur,-1,1,1,0,1,2,0,0,0
9049,RDC,5,7,Promoteur,1,2,3,0,1,0,0,0,0
9050,RDC,5,15,Promoteur,1,1,6,1,1,1,2,0,0
9051,RDC,5,11,Promoteur,1,1,3,0,1,0,3,0,0
9052,RDC,5,545,Promoteur,1,28,84,20,8,30,54,0,0
9053,RDC,5,4,Promoteur,1,2,2,0,0,0,0,0,0
9054,RDC,1,98,Détracteur,-1,6,15,10,2,5,13,0,0
9055,RDC,1,73,Détracteur,-1,2,13,4,0,8,9,0,0
9056,RDC,5,9,Promoteur,1,1,4,0,0,2,0,0,0
9057,RDC,5,10,Promoteur,1,0,4,1,0,0,1,0,0
9058,RDC,5,8,Promoteur,1,4,2,0,0,0,0,0,0
9059,RDC,5,9,Promoteur,1,1,2,1,0,2,1,0,0
9060,RDC,5,18,Promoteur,1,0,5,1,1,2,1,0,0
9061,RDC,5,10,Promoteur,1,1,1,0,0,1,4,0,0
9062,RDC,4,13,Promoteur,1,2,3,0,0,2,1,0,0
9063,RDC,5,4,Promoteur,1,2,1,0,1,0,0,0,0
9064,RDC,5,9,Promoteur,1,2,3,0,0,0,0,0,0
9065,RDC,5,5,Promoteur,1,1,3,0,0,0,0,0,0
9066,RDC,5,8,Promoteur,1,0,1,0,1,1,2,0,0
9067,RDC,5,5,Promoteur,1,1,2,0,0,0,0,0,0
9068,RDC,5,4,Promoteur,1,0,0,1,1,0,1,0,0
9069,RDC,5,9,Promoteur,1,2,4,0,0,0,0,0,0
9070,RDC,5,4,Promoteur,1,1,0,0,1,1,1,0,0
9071,RDC,1,10,Détracteur,-1,0,3,0,0,1,2,0,0
9072,RDC,5,10,Promoteur,1,0,5,1,0,1,1,0,0
9073,RDC,5,7,Promoteur,1,0,1,1,0,2,1,0,0
9074,RDC,5,3,Promoteur,1,0,0,1,0,0,1,0,0
9075,RDC,5,4,Promoteur,1,1,1,0,0,2,0,0,0
9076,RDC,4,2,Promoteur,1,1,1,0,0,0,0,0,0
9077,RDC,5,3,Promoteur,1,2,0,0,0,0,0,0,0
9078,RDC,5,1,Promoteur,1,1,0,0,0,0,0,0,0
9079,RDC,5,3,Promoteur,1,1,1,0,0,1,0,0,0
9080,RDC,5,2,Promoteur,1,0,0,0,0,1,1,0,0
9081,RDC,1,85,Détracteur,-1,3,15,6,4,4,11,0,0
9082,RDC,1,154,Détracteur,-1,7,13,18,1,9,24,0,0
9083,RDC,1,91,Détracteur,-1,7,18,9,1,4,10,0,0
9084,RDC,1,23,Détracteur,-1,0,5,2,1,1,4,0,0
9085,RDC,5,10,Promoteur,1,1,3,0,0,1,2,0,0
9086,RDC,5,160,Promoteur,1,10,29,9,6,8,22,0,0
9087,RDC,5,7,Promoteur,1,2,2,0,0,1,0,0,0
9088,RDC,1,329,Détracteur,-1,15,37,14,4,19,38,0,0
9089,RDC,1,264,Détracteur,-1,7,45,11,9,13,26,0,0
9090,RDC,1,238,Détracteur,-1,9,35,14,5,12,35,0,0
9091,RDC,1,81,Détracteur,-1,2,15,10,1,7,9,0,0
9092,RDC,5,21,Promoteur,1,4,3,2,0,4,0,0,0
9093,RDC,1,125,Détracteur,-1,6,27,4,2,11,12,0,0
9094,RDC,5,25,Promoteur,1,2,7,0,0,2,1,0,0
9095,RDC,1,89,Détracteur,-1,6,12,6,1,9,10,0,0
9096,RDC,1,53,Détracteur,-1,1,11,3,2,8,5,0,0
9097,RDC,1,58,Détracteur,-1,2,12,3,2,3,9,0,0
9098,RDC,1,245,Détracteur,-1,11,31,14,4,12,35,0,0
9099,RDC,1,21,Détracteur,-1,1,5,1,1,2,3,0,0
9100,RDC,1,161,Détracteur,-1,14,31,8,3,8,18,0,0
9101,RDC,5,6,Promoteur,1,1,4,0,0,0,0,0,0
9102,RDC,5,40,Promoteur,1,5,12,3,1,1,3,0,0
9103,RDC,5,12,Promoteur,1,2,3,0,1,0,1,0,0
9104,RDC,5,2,Promoteur,1,1,1,0,0,0,0,0,0
9105,RDC,1,227,Détracteur,-1,9,38,18,2,16,23,0,0
9106,RDC,1,18,Détracteur,-1,1,2,3,0,2,2,0,0
9107,RDC,5,11,Promoteur,1,2,2,0,0,2,1,0,0
9108,RDC,5,31,Promoteur,1,2,8,3,1,2,3,0,0
9109,RDC,1,71,Détracteur,-1,2,15,8,1,2,11,0,0
9110,RDC,5,6,Promoteur,1,1,3,0,0,1,0,0,0
9111,RDC,5,25,Promoteur,1,1,5,4,0,2,2,0,0
9112,RDC,1,82,Détracteur,-1,3,16,9,2,4,9,0,0
9113,RDC,1,732,Détracteur,-1,29,101,26,16,34,62,0,0
9114,RDC,1,165,Détracteur,-1,8,21,18,2,11,22,0,0
9115,RDC,5,8,Promoteur,1,1,3,0,0,0,1,0,0
9116,RDC,1,15,Détracteur,-1,1,3,1,1,1,3,0,0
9117,RDC,1,19,Détracteur,-1,1,2,4,1,3,4,0,0
9118,RDC,1,70,Détracteur,-1,3,8,7,1,9,10,0,0
9119,RDC,1,61,Détracteur,-1,4,12,5,2,6,7,0,0
9120,RDC,1,83,Détracteur,-1,6,9,9,3,5,13,0,0
9121,RDC,1,86,Détracteur,-1,9,11,3,2,7,14,0,0
9122,RDC,5,21,Promoteur,1,8,3,0,1,2,3,0,0
9123,RDC,1,148,Détracteur,-1,5,40,8,1,5,17,0,0
9124,RDC,1,79,Détracteur,-1,3,11,4,3,5,13,0,0
9125,RDC,5,26,Promoteur,1,3,7,1,0,4,1,0,0
